id,display_title,original_title,overview,genres_list,director,cast_top3,release_year,vote_average,vote_count,weighted_rating
287948,The Transporter Refueled,The Transporter Refueled,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.","['Thriller', 'Action', 'Crime']",Camille Delamarre,"['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol']",2015.0,5.2,559,5.884144571151332
7548,The Libertine,The Libertine,"The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work.","['Drama', 'Romance']",Laurence Dunmore,"['Johnny Depp', 'Samantha Morton', 'John Malkovich']",2004.0,5.9,128,6.079662426199249
9075,Zwartboek,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","['Drama', 'Thriller', 'War']",Paul Verhoeven,"['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman']",2006.0,7.2,277,6.237235603138036
11661,Joyeux Noël,Joyeux Noël,"In 1914, World War I, the bloodiest war ever at that time in human history, was well under way. However on Christmas Eve, numerous sections of the Western Front called an informal, and unauthorized, truce where the various front-line soldiers of the conflict peacefully met each other in No Man's Land to share a precious pause in the carnage with a fleeting brotherhood.","['Romance', 'Drama', 'History', 'War', 'Music']",Christian Carion,"['Diane Kruger', 'Natalie Dessay', 'Benno Fürmann']",2005.0,7.2,212,6.206714882402557
109513,Hit & Run,Hit & Run,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,"['Action', 'Comedy', 'Romance']",Dax Shepard,"['Kristen Bell', 'Dax Shepard', 'Tom Arnold']",2012.0,5.5,224,6.027855020790439
12085,Mad Money,Mad Money,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.,"['Action', 'Comedy', 'Crime']",Callie Khouri,"['Diane Keaton', 'Queen Latifah', 'Katie Holmes']",2008.0,5.9,140,6.07857268240912
204922,Before I Go to Sleep,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.","['Mystery', 'Thriller']",Rowan Joffe,"['Nicole Kidman', 'Colin Firth', 'Mark Strong']",2014.0,6.2,659,6.120624727668055
38985,Sorcerer,Sorcerer,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.,"['Action', 'Thriller', 'Adventure']",William Friedkin,"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal']",1977.0,7.4,98,6.158359943647078
44113,Stone,Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",['Drama'],John Curran,"['Frances Conroy', 'Robert De Niro', 'Edward Norton']",2010.0,5.2,192,6.007805454530241
21494,Molière,Molière,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues.","['Romance', 'Drama', 'Comedy']",Laurent Tirard,"['Romain Duris', 'Fabrice Luchini', 'Edouard Baer']",2007.0,6.7,45,6.106694379780292
164457,Out of the Furnace,Out of the Furnace,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.","['Thriller', 'Drama', 'Crime']",Scott Cooper,"['Christian Bale', 'Zoe Saldana', 'Woody Harrelson']",2013.0,6.5,720,6.206945041775407
4566,Michael Clayton,Michael Clayton,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,"['Drama', 'Mystery', 'Crime']",Tony Gilroy,"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton']",2007.0,6.5,501,6.179511069025478
17795,My Fellow Americans,My Fellow Americans,"They used to run the country. Now they're running for their lives! Two on-the-lam former Presidents of the United States. Framed in a scandal by the current President and pursued by armed agents, the two squabbling political foes plunge into a desperately frantic search for the evidence that will establish their innocence.","['Comedy', 'Drama']",Peter Segal,"['Jack Lemmon', 'James Garner', 'Dan Aykroyd']",1996.0,6.3,46,6.0972448497549365
1073,Arlington Road,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,"['Drama', 'Thriller', 'Mystery']",Mark Pellington,"['Jeff Bridges', 'Tim Robbins', 'Joan Cusack']",1999.0,7.0,239,6.196615093327333
153158,Metegol,Metegol,"In the small village where Amadeo lives there is no one good enough to challenge his skills at Table Football. But, while Amadeo may be a genius as a table football player in real life he's a loser. He's in love with Lara, his childhood friend, but he's so shy that he can't bring himself to confess his love for her. So he just hangs out in his quaint, timeless village. When Amadeo beats the village bully Flash at Table Football. The scene is set for an epic rivalry. Consumed with anger Flash vows to get even and 10 years later he returns as an International Superstar, a Football Icon and Galatico determined to wreak his revenge.","['Animation', 'Adventure', 'Romance']",Juan José Campanella,"['Juan José Campanella', 'Diego Ramos', 'Pablo Rago']",2013.0,6.0,122,6.08643552074995
81836,To Rome with Love,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.","['Romance', 'Comedy']",Woody Allen,"['Ellen Page', 'Woody Allen', 'Jesse Eisenberg']",2012.0,5.6,546,5.97946996933325
10724,Firefox,Firefox,"The Soviets have developed a revolutionary new jet fighter, called ""Firefox"". Naturally, the British are worried that the jet will be used as a first-strike weapon, as rumours say that the jet is indetectable on radar. They send ex-Vietnam War pilot Mitchell Gant on a covert mission into the Soviet Union to steal Firefox.","['Science Fiction', 'Action', 'Adventure', 'Thriller']",Clint Eastwood,"['Clint Eastwood', 'Freddie Jones', 'David Huffman']",1982.0,5.5,139,6.050545258864267
9473,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.","['Animation', 'Comedy', 'Music']",Trey Parker,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman']",1999.0,7.1,893,6.4216695448774255
2196,Death at a Funeral,Death at a Funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,"['Comedy', 'Drama']",Frank Oz,"['Matthew Macfadyen', 'Keeley Hawes', 'Andy Nyman']",2007.0,6.9,497,6.264086749541065
1499,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",Stuart Gillard,"['Paige Turco', 'Stuart Wilson', 'Sab Shimono']",1993.0,5.1,184,6.0019027862332885
20857,Hardball,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.","['Comedy', 'Romance']",Brian Robbins,"['Keanu Reeves', 'Diane Lane', 'Michael B. Jordan']",2001.0,6.3,123,6.105204545160703
82693,Silver Linings Playbook,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.","['Drama', 'Comedy', 'Romance']",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']",2012.0,6.9,4742,6.674312837347001
1646,Freedom Writers,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.","['Crime', 'Drama']",Richard LaGravenese,"['Hilary Swank', 'Scott Glenn', 'Imelda Staunton']",2007.0,7.5,356,6.320565163542746
44944,For Colored Girls,For Colored Girls,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",['Drama'],Tyler Perry,"['Kimberly Elise', 'Janet Jackson', 'Loretta Devine']",2010.0,7.0,22,6.102907006492261
4108,The Transporter,The Transporter,"Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.","['Action', 'Crime', 'Thriller']",Louis Leterrier,"['Jason Statham', 'Shu Qi', 'François Berléand']",2002.0,6.6,1692,6.335556366099649
8456,Never Back Down,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.","['Drama', 'Action']",Jeff Wadlow,"['Sean Faris', 'Amber Heard', 'Cam Gigandet']",2008.0,6.4,497,6.157680994638264
7341,The Rage: Carrie 2,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.","['Horror', 'Thriller', 'Science Fiction']",Katt Shea,"['Emily Bergl', 'Jason London', 'Amy Irving']",1999.0,5.1,76,6.052783219221794
19255,Away We Go,Away We Go,"Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.","['Drama', 'Comedy', 'Romance']",Sam Mendes,"['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo']",2009.0,6.7,189,6.148835057156063
10187,Swing Vote,Swing Vote,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.","['Drama', 'Comedy']",Joshua Michael Stern,"['Kevin Costner', 'Madeline Carroll', 'Paula Patton']",2008.0,5.8,65,6.082194071071872
31005,Moonlight Mile,Moonlight Mile,"As he copes with the death of his fiancee along with her parents, a young man must figure out what he wants out of life.","['Romance', 'Drama']",Brad Silberling,"['Jake Gyllenhaal', 'Dustin Hoffman', 'Susan Sarandon']",2002.0,6.5,52,6.103389861869552
49517,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.","['Drama', 'Thriller', 'Mystery']",Tomas Alfredson,"['John Hurt', 'Gary Oldman', 'Kathy Burke']",2011.0,6.6,840,6.251436751373284
44857,Molly,Molly,"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the charge of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck allows her to undergo an experimental medical treatment, with unexpectedly drastic results.","['Drama', 'Comedy', 'Romance']",John Duigan,"['Elisabeth Shue', 'Aaron Eckhart', 'Jill Hennessy']",1999.0,5.5,14,6.087696067198339
50780,The Beaver,The Beaver,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",['Drama'],Jodie Foster,"['Jodie Foster', 'Mel Gibson', 'Jennifer Lawrence']",2011.0,6.3,276,6.119300130002934
16363,The Best Little Whorehouse in Texas,The Best Little Whorehouse in Texas,"The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""",['Comedy'],Colin Higgins,"['Burt Reynolds', 'Dolly Parton', 'Dom DeLuise']",1982.0,5.9,41,6.087979245971162
1946,eXistenZ,eXistenZ,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,"['Action', 'Thriller', 'Science Fiction', 'Horror']",David Cronenberg,"['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm']",1999.0,6.7,475,6.216974234839717
85,Raiders of the Lost Ark,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman']",1981.0,7.7,3854,7.180740670873129
772,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.","['Comedy', 'Family', 'Adventure', 'Crime']",Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', ""Catherine O'Hara""]",1992.0,6.3,2395,6.2097482389753385
840,Close Encounters of the Third Kind,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","['Science Fiction', 'Drama']",Steven Spielberg,"['Richard Dreyfuss', 'François Truffaut', 'Teri Garr']",1977.0,7.2,1098,6.506418810406689
9682,Pulse,Pulse,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.","['Horror', 'Thriller']",Jim Sonzero,"['Kristen Bell', 'Ian Somerhalder', 'Christina Milian']",2006.0,5.0,150,6.009780826231243
96,Beverly Hills Cop II,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.","['Action', 'Comedy', 'Crime']",Tony Scott,"['Eddie Murphy', 'Judge Reinhold', 'John Ashton']",1987.0,6.1,613,6.094129148600066
10678,Bringing Down the House,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.",['Comedy'],Adam Shankman,"['Steve Martin', 'Queen Latifah', 'Eugene Levy']",2003.0,5.4,183,6.029508358008411
274,The Silence of the Lambs,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.","['Crime', 'Drama', 'Thriller']",Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']",1991.0,8.1,4443,7.512361606469609
8872,Wayne's World,Wayne's World,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.","['Music', 'Comedy']",Penelope Spheeris,"['Mike Myers', 'Dana Carvey', 'Rob Lowe']",1992.0,6.5,728,6.207858554737454
16290,Jackass 3D,Jackass 3D,"Jackass 3D is a 3-D film and the third movie of the Jackass series. It follows the same premise as the first two movies, as well as the TV series. It is a compilation of various pranks, stunts and skits. Before the movie begins, a brief introduction is made by Beavis and Butt-head explaining the 3D technology behind the movie. The intro features the cast lining up and then being attacked by various objects in slow-motion. The movie marks the 10th anniversary of the franchise, started in 2000.","['Comedy', 'Documentary', 'Action']",Jeff Tremaine,"['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn']",2010.0,6.4,428,6.150303651111102
579,Jaws 2,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"['Horror', 'Thriller']",Jeannot Szwarc,"['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton']",1978.0,5.9,406,6.057408748386296
14405,Beverly Hills Chihuahua,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.","['Adventure', 'Comedy', 'Family']",Raja Gosnell,"['Drew Barrymore', 'Piper Perabo', 'Andy García']",2008.0,4.9,209,5.970473866796035
138843,The Conjuring,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","['Horror', 'Thriller']",James Wan,"['Patrick Wilson', 'Vera Farmiga', 'Lili Taylor']",2013.0,7.4,3092,6.912349544636987
11637,Are We There Yet?,Are We There Yet?,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.","['Adventure', 'Comedy', 'Family', 'Romance']",Brian Levant,"['Ice Cube', 'Nia Long', 'Aleisha Allen']",2005.0,5.2,221,5.996430122792173
226486,Tammy,Tammy,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",['Comedy'],Ben Falcone,"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates']",2014.0,5.0,500,5.858641889701592
1584,School of Rock,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.","['Comedy', 'Music']",Richard Linklater,"['Jack Black', 'Joan Cusack', 'Mike White']",2003.0,6.7,1414,6.356428543499631
9312,Mortal Kombat,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.","['Action', 'Fantasy']",Paul W.S. Anderson,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby']",1995.0,5.4,442,5.958010960742941
12153,White Chicks,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.",['Comedy'],Keenen Ivory Wayans,"['Shawn Wayans', 'Marlon Wayans', 'Jaime King']",2004.0,6.3,679,6.148227613759515
65057,The Descendants,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.","['Comedy', 'Drama']",Alexander Payne,"['George Clooney', 'Shailene Woodley', 'Amara Miller']",2011.0,6.7,934,6.2969442341935515
8326,Holes,Holes,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.","['Adventure', 'Family', 'Drama', 'Comedy']",Andrew Davis,"['Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson']",2003.0,6.7,383,6.196969566434772
35690,The Last Song,The Last Song,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.","['Drama', 'Family', 'Romance']",Julie Anne Robinson,"['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman']",2010.0,6.9,923,6.3621888154118205
76203,12 Years a Slave,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","['Drama', 'History']",Steve McQueen,"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o""]",2013.0,7.9,3674,7.2970844269062844
13497,Drumline,Drumline,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.","['Drama', 'Romance', 'Comedy', 'Music']",Charles Stone III,"['Nick Cannon', 'Zoe Saldana', 'Orlando Jones']",2002.0,6.2,116,6.098571528283975
35688,Why Did I Get Married Too?,Why Did I Get Married Too?,Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.,"['Comedy', 'Romance']",Tyler Perry,"['Tyler Perry', 'Janet Jackson', 'Jill Scott']",2010.0,6.1,29,6.092293132097142
162,Edward Scissorhands,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,"['Fantasy', 'Drama', 'Romance']",Tim Burton,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']",1990.0,7.5,3601,7.024184320858587
296096,Me Before You,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.","['Drama', 'Romance']",Thea Sharrock,"['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']",2016.0,7.6,2562,6.970059129824152
103370,Madea's Witness Protection,Madea's Witness Protection,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,"['Drama', 'Comedy', 'Crime']",Tyler Perry,"['Tyler Perry', 'Eugene Levy', 'Denise Richards']",2012.0,5.9,52,6.086885418365531
1051,The French Connection,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,"['Action', 'Crime', 'Thriller']",William Friedkin,"['Gene Hackman', 'Fernando Rey', 'Roy Scheider']",1971.0,7.4,422,6.336333478533977
376659,Bad Moms,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",['Comedy'],Jon Lucas,"['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",2016.0,6.3,1252,6.1763681707475415
10073,Date Movie,Date Movie,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).",['Comedy'],Jason Friedberg,"['Alyson Hannigan', 'Adam Campbell', 'Sophie Monk']",2006.0,3.6,222,5.823649871325084
16690,Return to Never Land,Return to Never Land,"The classic tale of 'Peter Pan' continues in Disney's sequel 'Return to Never Land'. In 1940 on a world besieged by World War II, Wendy, now grown up, has two children, one of them is her daughter, Jane.","['Adventure', 'Fantasy', 'Animation', 'Family']",Robin Budd,"['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett']",2002.0,6.1,290,6.093238204697521
273895,Selma,Selma,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Civil Rights Act.","['History', 'Drama']",Ava DuVernay,"['David Oyelowo', 'Tom Wilkinson', 'Carmen Ejogo']",2014.0,7.4,817,6.4945575788499665
14873,The Jungle Book 2,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.","['Family', 'Animation', 'Adventure']",Steve Trenbirth,"['John Goodman', 'Haley Joel Osment', 'Mae Whitman']",2003.0,5.6,269,6.029348104241341
8968,Boogeyman,Boogeyman,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?","['Thriller', 'Horror', 'Drama', 'Mystery']",Stephen T. Kay,"['Emily Deschanel', 'Barry Watson', 'Skye McCole Bartusiak']",2005.0,4.6,191,5.951733613323249
9963,Premonition,Premonition,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.","['Thriller', 'Drama', 'Mystery']",Mennan Yapo,"['Sandra Bullock', 'Julian McMahon', 'Courtney Taylor Burness']",2007.0,5.8,381,6.042015046804632
15655,The Tigger Movie,The Tigger Movie,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?","['Animation', 'Family']",Jun Falkenstein,"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom']",2000.0,6.3,143,6.107170785746543
21208,Orphan,Orphan,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems.","['Horror', 'Thriller', 'Mystery']",Jaume Collet-Serra,"['Vera Farmiga', 'Peter Sarsgaard', 'Isabelle Fuhrman']",2009.0,6.7,1261,6.339468347060142
272878,Max,Max,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,"['Adventure', 'Drama', 'Family']",Boaz Yakin,"['Thomas Haden Church', 'Josh Wiggins', 'Lauren Graham']",2015.0,6.8,276,6.184566872341185
9760,Epic Movie,Epic Movie,"When Edward, Peter, Lucy and Susan each follow their own path, they end up finding themselves at Willy's Chocolate factory. Walking through a wardrobe, they discover the world of Gnarnia, which is ruled by the White Bitch. Meeting up with characters such as Harry Potter and Captain Jack Swallows, the newly reunited family must team up with Aslo, a wise-but-horny lion to stop the white bitch's army","['Action', 'Adventure', 'Comedy']",Jason Friedberg,"['Kal Penn', 'Adam Campbell', 'Jennifer Coolidge']",2007.0,3.2,326,5.656555255441787
